Week,Rockets,Water_Shipped_ton,Equipment_Shipped_ton,Total_Shipped_ton,Stock_Level_ton,Recycling_Rate,Recycled_Water_ton,Water_Demand_ton,Cumulative_Rockets,Cumulative_Cost_M,Cumulative_Equipment,Self_Sufficiency
490,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8265.0,413250.0,140.0,0.99
491,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8279.0,413950.0,140.0,0.99
492,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8293.0,414650.0,140.0,0.99
493,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8307.0,415350.0,140.0,0.99
494,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8321.0,416050.0,140.0,0.99
495,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8335.0,416750.0,140.0,0.99
496,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8349.0,417450.0,140.0,0.99
497,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8363.0,418150.0,140.0,0.99
498,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8377.0,418850.0,140.0,0.99
499,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8391.0,419550.0,140.0,0.99
500,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8405.0,420250.0,140.0,0.99
501,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8419.0,420950.0,140.0,0.99
502,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8433.0,421650.0,140.0,0.99
503,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8447.0,422350.0,140.0,0.99
504,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8461.0,423050.0,140.0,0.99
505,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8475.0,423750.0,140.0,0.99
506,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8489.0,424450.0,140.0,0.99
507,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8503.0,425150.0,140.0,0.99
508,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8517.0,425850.0,140.0,0.99
509,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8531.0,426550.0,140.0,0.99
510,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8545.0,427250.0,140.0,0.99
511,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8559.0,427950.0,140.0,0.99
512,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8573.0,428650.0,140.0,0.99
513,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8587.0,429350.0,140.0,0.99
514,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8601.0,430050.0,140.0,0.99
515,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8615.0,430750.0,140.0,0.99
516,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8629.0,431450.0,140.0,0.99
517,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8643.0,432150.0,140.0,0.99
518,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8657.0,432850.0,140.0,0.99
519,14.0,1400.0,0.0,1400.0,810.0,0.99,138600.0,140000.0,8671.0,433550.0,140.0,0.99
